Matricula,Periodo de Ingresso,Forma de Ingresso,Curriculo,Estado Civil,Sexo,Idade Aproximada no Ingresso,Cor,Cota,Status,Tipo de Evasao,Periodo de Evasao
113210403,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2015.2
119211024,20192,GRADUADO,2017,Solteiro,MASCULINO,26,Branca,-,INATIVO,GRADUADO,2023.2
111110089,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,25,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.2
111210841,20112,VESTIBULAR  ENEM,1999,Casado,MASCULINO,25,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2012.2
119210933,20192,TRANSFERENCIA,2017,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2024.1
112110103,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,26,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2018.1
111150427,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,25,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.2
114111076,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2014.1
111210064,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,24,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.2
113110011,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2017.1
111210397,20112,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,25,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.1
111110941,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2016.2
112210667,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,22,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
118210164,20182,SISU,2017,Solteiro,MASCULINO,25,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2023.2
112210045,20122,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,21,Parda,-,INATIVO,GRADUADO,2019.2
119210656,20192,SISU,2017,Solteiro,MASCULINO,19,Amarela,-,INATIVO,GRADUADO,2023.2
111110135,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,24,Branca,-,INATIVO,GRADUADO,2015.2
119210523,20192,SISU,2017,Solteiro,FEMININO,24,Parda,L2,ATIVO,REGULAR,-
111110119,20111,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,21,Branca,-,INATIVO,GRADUADO,2020.1
111210445,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,24,Branca,-,INATIVO,GRADUADO,2017.2
114210813,20142,SISU,1999,Solteiro,MASCULINO,28,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2015.1
118210965,20182,REOPCAO,2017,Solteiro,MASCULINO,20,Branca,-,INATIVO,GRADUADO,2022.1
120110121,20201,SISU,2017,Solteiro,MASCULINO,22,Branca,-,INATIVO,GRADUADO,2024.1
113210619,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,24,Branca,L1,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.1
113110887,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2020.1
113110911,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2014.2
112110055,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,24,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2016.1
121111497,20211,SISU,2017,Solteiro,FEMININO,28,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2023.2
119210408,20192,SISU,2017,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2024.1
114210780,20142,SISU,1999,Solteiro,MASCULINO,18,Branca,L5,INATIVO,CANCELAMENTO POR ABANDONO,2016.1
111110060,20111,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,19,Branca,-,INATIVO,GRADUADO,2019.2
118110711,20181,SISU,2017,Solteiro,MASCULINO,18,Branca,L1,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2023.2
112110089,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Preta,-,INATIVO,GRADUADO,2019.1
111210085,20112,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2012.2
112110050,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,23,Branca,-,INATIVO,GRADUADO,2016.2
113110914,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2015.1
112210953,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,GRADUADO,2017.1
120110406,20201,SISU,2017,Solteiro,MASCULINO,19,Branca,-,ATIVO,REGULAR,-
111110908,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2012.2
111110120,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2013.1
120110103,20201,SISU,2017,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2020.2
113111446,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO NOVO INGRESSO OUTRO CURSO,2013.2
120110734,20201,SISU,2017,Solteiro,MASCULINO,18,Parda,L5,INATIVO,GRADUADO,2024.1
119110842,20191,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2020.2
112110075,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2012.2
111110087,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,25,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2013.1
114210395,20142,SISU,1999,Solteiro,MASCULINO,21,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2015.2
111210098,20112,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2013.1
119110534,20191,SISU,2017,Solteiro,MASCULINO,19,Parda,L6,INATIVO,GRADUADO,2023.2
119210378,20192,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2024.1
111110085,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2011.2
113112447,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,23,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.1
118110513,20181,SISU,2017,Solteiro,MASCULINO,23,Parda,L2,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2019.1
111110127,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,23,Parda,-,INATIVO,GRADUADO,2017.2
119110411,20191,SISU,2017,Solteiro,MASCULINO,18,Preta,-,ATIVO,REGULAR,-
120210085,20202,SISU,2017,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2023.1
113110005,20131,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Branca,-,INATIVO,GRADUADO,2018.1
120110651,20201,SISU,2017,Solteiro,MASCULINO,18,Branca,L13,ATIVO,REGULAR,-
120210160,20202,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
111210395,20112,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,25,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2012.1
114210773,20142,SISU,1999,Casado,MASCULINO,28,Branca,L5,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.2
118210460,20182,SISU,2017,Solteiro,MASCULINO,21,Branca,-,ATIVO,REGULAR,-
112110076,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2016.1
112110912,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2016.2
112210079,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2016.2
113110085,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Ind?ena,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2014.2
111210898,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,24,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2012.1
118110390,20181,SISU,2017,Solteiro,FEMININO,20,Branca,-,INATIVO,GRADUADO,2022.2
118111800,20181,SISU,2017,Solteiro,MASCULINO,19,Parda,-,INATIVO,GRADUADO,2022.2
118110050,20181,SISU,2017,Solteiro,MASCULINO,19,Branca,-,ATIVO,REGULAR,-
112211049,20122,REOPCAO,1999,Solteiro,FEMININO,18,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.2
118210111,20182,SISU,2017,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2023.2
118110774,20181,SISU,2017,Solteiro,MASCULINO,19,Parda,L5,INATIVO,GRADUADO,2022.1
118110783,20181,SISU,2017,Solteiro,MASCULINO,19,Branca,L5,INATIVO,GRADUADO,2022.1
112150726,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,23,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.1
121110333,20211,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2022.1
114110479,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2014.2
119210191,20192,SISU,2017,Solteiro,MASCULINO,19,Parda,L2,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2021.2
113210119,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,N? declarada,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2013.2
111210659,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,23,Preta,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2014.2
112210473,20122,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,25,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2013.1
113210149,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.2
119110996,20191,SISU,2017,Solteiro,FEMININO,18,Parda,L2,ATIVO,REGULAR,-
111210428,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2013.2
113210630,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,CANCELADO NOVO INGRESSO OUTRO CURSO,2014.1
111210951,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2017.2
113210410,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,25,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2017.2
118211069,20182,VESTIBULAR  ENEM,2017,Solteiro,FEMININO,30,Parda,L9,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2020.1
118110219,20181,SISU,2017,Solteiro,FEMININO,20,Amarela,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2018.2
114210591,20142,SISU,1999,Casado,FEMININO,18,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2017.1
113210608,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,GRADUADO,2017.2
112110939,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,25,Preta,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2012.2
113110054,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,GRADUADO,2018.2
118110377,20181,SISU,2017,Solteiro,MASCULINO,28,Amarela,-,INATIVO,GRADUADO,2020.1
111110919,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2013.2
113210130,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Parda,-,INATIVO,GRADUADO,2017.2
113110072,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO NOVO INGRESSO OUTRO CURSO,2014.2
113210077,20132,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,23,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.1
120110778,20201,SISU,2017,Solteiro,MASCULINO,20,Branca,L5,ATIVO,REGULAR,-
112210647,20122,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,23,Amarela,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2017.2
114210787,20142,SISU,1999,Solteiro,MASCULINO,19,N? declarada,L2,INATIVO,CANCELAMENTO POR ABANDONO,2015.1
112210797,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Parda,-,INATIVO,GRADUADO,2017.1
111210796,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2014.1
114110455,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2019.1
112110938,20121,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,19,Preta,-,INATIVO,GRADUADO,2016.2
113210083,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.1
112110062,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,24,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2013.1
118210222,20182,SISU,2017,Solteiro,MASCULINO,18,Parda,L2,INATIVO,CANCELAMENTO POR ABANDONO,2022.1
121210132,20212,SISU,2017,Solteiro,MASCULINO,25,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2022.2
113111816,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Parda,L5,INATIVO,GRADUADO,2019.2
112150922,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,24,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2015.1
119210460,20192,SISU,2017,Solteiro,FEMININO,32,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2022.1
120210023,20202,SISU,2017,Solteiro,MASCULINO,22,Branca,-,INATIVO,GRADUADO,2024.1
114110467,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2017.1
112110090,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2017.2
118210616,20182,SISU,2017,Solteiro,MASCULINO,19,Branca,L1,INATIVO,GRADUADO,2023.1
114211034,20142,SISU,1999,Solteiro,MASCULINO,18,Branca,L5,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.1
113111439,20131,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,17,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2014.2
119210390,20192,SISU,2017,Solteiro,MASCULINO,20,Amarela,-,INATIVO,GRADUADO,2024.1
111210403,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2012.2
111210055,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2012.2
111210062,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2016.1
112110071,20121,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,17,Parda,-,INATIVO,GRADUADO,2017.1
111210393,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,22,Branca,-,INATIVO,GRADUADO,2019.2
111210442,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2016.2
118210732,20182,SISU,2017,Casado,MASCULINO,28,Parda,L2,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2018.2
119111034,20191,SISU,2017,Solteiro,MASCULINO,19,Parda,L6,INATIVO,GRADUADO,2023.1
118210486,20182,SISU,2017,Solteiro,MASCULINO,19,Preta,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2019.2
113111424,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,25,Branca,L1,INATIVO,CANCELAMENTO POR ABANDONO,2014.1
112210100,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2014.2
121210152,20212,SISU,2017,Solteiro,MASCULINO,20,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2023.2
113110873,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,22,Preta,L6,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.1
119210220,20192,SISU,2017,Solteiro,FEMININO,18,Parda,L2,ATIVO,REGULAR,-
120210143,20202,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
119210036,20192,SISU,2017,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2023.2
118110593,20181,SISU,2017,Solteiro,MASCULINO,19,Parda,L6,INATIVO,GRADUADO,2022.2
112210439,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2019.1
119210358,20192,SISU,2017,Solteiro,MASCULINO,20,Ind?ena,L5,ATIVO,REGULAR,-
112190146,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,GRADUADO,2017.1
112210476,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,23,Branca,-,INATIVO,GRADUADO,2016.1
112110959,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.2
114110462,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,L1,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2016.1
119110409,20191,SISU,2017,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2023.2
112210453,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2013.1
111210799,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,20,Amarela,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2012.1
112210791,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Parda,-,INATIVO,GRADUADO,2017.1
112110043,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,23,Branca,-,INATIVO,GRADUADO,2016.2
112110875,20121,REOPCAO,1999,Solteiro,MASCULINO,21,Branca,-,INATIVO,GRADUADO,2015.2
120110631,20201,SISU,2017,Solteiro,MASCULINO,19,Parda,L14,INATIVO,CANCELADO NOVO INGRESSO OUTRO CURSO,2023.1
112210657,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2013.1
112110003,20121,TRANSFERENCIA,1999,Solteiro,MASCULINO,22,Parda,-,INATIVO,CANCELAMENTO POR ABANDONO,2012.2
119110875,20191,SISU,2017,Solteiro,MASCULINO,20,Parda,-,INATIVO,GRADUADO,2022.2
112211076,20122,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,20,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.2
114110441,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Preta,-,INATIVO,CANCELAMENTO POR ABANDONO,2015.1
120110340,20201,SISU,2017,Solteiro,FEMININO,18,Branca,-,ATIVO,REGULAR,-
118210466,20182,SISU,2017,-,MASCULINO,24,N? declarada,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2019.1
111210438,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Parda,-,INATIVO,GRADUADO,2016.2
111110911,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Branca,-,INATIVO,GRADUADO,2016.1
120210094,20202,SISU,2017,Solteiro,FEMININO,18,Parda,-,ATIVO,REGULAR,-
114211200,20142,SISU,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2019.1
113112562,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2018.1
120110905,20201,SISU,2017,Solteiro,FEMININO,18,Branca,-,ATIVO,REGULAR,-
112210478,20122,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Preta,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2012.2
119210038,20192,SISU,2017,Solteiro,MASCULINO,22,Parda,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2023.2
118210379,20182,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2023.1
113112295,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2017.2
121111209,20211,SISU,2017,Solteiro,MASCULINO,19,Parda,L2,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2024.1
114110443,20141,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,17,Parda,-,INATIVO,GRADUADO,2019.1
113210753,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Preta,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2018.1
120210139,20202,SISU,2017,Solteiro,MASCULINO,19,Branca,-,ATIVO,REGULAR,-
114110499,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2019.1
114111059,20141,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Preta,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.2
113210605,20132,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2013.2
113210819,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Preta,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2015.1
118210245,20182,SISU,2017,Solteiro,MASCULINO,18,Parda,L6,INATIVO,GRADUADO,2021.2
112150439,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2012.2
111210416,20112,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2012.2
114111062,20141,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.2
113110890,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.1
118210493,20182,SISU,2017,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2022.2
114211312,20142,SISU,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2018.2
120210148,20202,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
112110085,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2016.2
119110389,20191,SISU,2017,Solteiro,MASCULINO,17,Parda,-,INATIVO,CANCELAMENTO P SOLICITACAO ALUNO,2020.1
119210421,20192,SISU,2017,Solteiro,FEMININO,20,Branca,-,ATIVO,REGULAR,-
118110103,20181,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
114211143,20142,SISU,1999,Solteiro,MASCULINO,20,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.2
114110468,20141,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,19,Branca,L5,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.1
114211197,20142,SISU,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2016.2
119210133,20192,SISU,2017,Solteiro,MASCULINO,24,Parda,-,ATIVO,REGULAR,-
112110924,20121,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,21,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2015.1
120110352,20201,SISU,2017,Solteiro,FEMININO,21,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2024.2
121110399,20211,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
120111217,20201,REOPCAO,2017,Solteiro,MASCULINO,20,Parda,-,INATIVO,GRADUADO,2023.2
111150494,20111,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Amarela,-,INATIVO,GRADUADO,2018.2
111110940,20111,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Parda,-,INATIVO,GRADUADO,2021.2
119110070,20191,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2020.1
113210114,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,17,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2016.1
119210371,20192,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
121110566,20211,SISU,2017,Solteiro,MASCULINO,22,Parda,L6,ATIVO,REGULAR,-
120110394,20201,SISU,2017,Solteiro,MASCULINO,18,Branca,-,INATIVO,GRADUADO,2024.1
113210110,20132,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2020.1
113111426,20131,VESTIBULAR  ENEM,1999,Solteiro,FEMININO,18,Parda,-,INATIVO,GRADUADO,2017.2
119110385,20191,SISU,2017,Solteiro,MASCULINO,18,Branca,-,ATIVO,REGULAR,-
113110002,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,18,Branca,-,INATIVO,CANCELADO 3 REPROV MESMA DISCIPLINA,2017.1
120110301,20201,SISU,2017,Solteiro,MASCULINO,23,Branca,-,INATIVO,CANCELAMENTO POR ABANDONO,2020.2
113110862,20131,VESTIBULAR  ENEM,1999,Solteiro,MASCULINO,19,Branca,-,INATIVO,GRADUADO,2017.1
114210801,20142,SISU,1999,Solteiro,MASCULINO,25,Branca,-,INATIVO,CANCELADO REPROVOU TODAS POR FALTAS,2015.1
